url;Field Label;Field Item 1
https://www.ethnologue.com/language/ahk;Language Status;3 (Wider communication).
https://www.ethnologue.com/language/ahk;Classification;Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern
https://www.ethnologue.com/language/ahk;Dialects;Much dialectal variation
https://www.ethnologue.com/language/ahk;Typology;SOV
https://www.ethnologue.com/language/ahk;Language Use;Vigorous. All domains. All ages. Positive attitudes.
https://www.ethnologue.com/language/ahk;Language Development;Literacy classes in some communities. Literature. Dictionary. Grammar. Bible: 2002.
https://www.ethnologue.com/language/ahk;Language Resources;OLAC resources in and about Akha
https://www.ethnologue.com/language/ahk;Writing;Latin script [Latn], used at least since 1950, used in China, Myanmar, and Thailand. Myanmar (Burmese) script [Mymr], used in Myanmar. Thai script [Thai], used in Thailand.
https://www.ethnologue.com/language/ahl;;Togo
https://www.ethnologue.com/language/ahl;ISO 639-3;ahl
https://www.ethnologue.com/language/ahl;Alternate Names;Achlo, Ago, Ahlon, Ahlon-Bogo, Ahlõ, Ahonlan, Anlo, Bogo
https://www.ethnologue.com/language/ahl;Autonym;Igo
https://www.ethnologue.com/language/ahl;Population;7,600 (Gblem-Poidi and Kantchoa 2012). No monolinguals. Ethnic population: 6,000.
https://www.ethnologue.com/language/ahl;Location;Plateaux region: far northwest Danyi prefecture, Bogo-Ahlon canton, Sassanou village area.
https://www.ethnologue.com/language/ahl;Language Maps;Togo
https://www.ethnologue.com/language/ahl;Language Status;5 (Developing).
https://www.ethnologue.com/language/ahl;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kposo-Ahlo-Bowili
https://www.ethnologue.com/language/ahl;Typology;SVO
https://www.ethnologue.com/language/ahl;Language Use;Many shifting to Éwé [ewe] as L1 (Dimmendaal and Voeltz 2007). All domains. All ages. Also use Akan [aka], French [fra], Ikposo [kpo], Lelemi [lef], Sekpele [lip], Tem [kdh], Éwé [ewe].
https://www.ethnologue.com/language/ahl;Language Development;Literacy rate in L1: 33%. 2,000 read Igo, 1,000 can write it. Dictionary. Grammar. NT: 2014.
https://www.ethnologue.com/language/ahl;Language Resources;OLAC resources in and about Igo
https://www.ethnologue.com/language/ahl;Writing;Latin script [Latn].
https://www.ethnologue.com/language/ahl;Other Comments;Official name: Ahlon. Christian, traditional religion.
https://www.ethnologue.com/language/ahm;;Côte d’Ivoire
https://www.ethnologue.com/language/ahm;ISO 639-3;ahm
https://www.ethnologue.com/language/ahm;Alternate Names;Ahizi, Ed-eyng, Ezibo, Frukpu, Mouin
https://www.ethnologue.com/language/ahm;Population;2,000 (1999 SIL).
https://www.ethnologue.com/language/ahm;Location;Lagunes district: Jacqueville subprefecture, Ebrié lagoon north bank, Abraco and Abraniamiambo villages.
https://www.ethnologue.com/language/ahm;Language Maps;Côte d’Ivoire
https://www.ethnologue.com/language/ahm;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahm;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi
https://www.ethnologue.com/language/ahm;Language Use;Also use Adioukrou [adj], especially among older adults. Also use French [fra], learned by youth in school.
https://www.ethnologue.com/language/ahm;Language Development;Literacy rate in L2: 25%–50%.
https://www.ethnologue.com/language/ahm;Language Resources;OLAC resources in and about Aizi, Mobumrin
https://www.ethnologue.com/language/ahm;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/ahm;Other Comments;Christian.
https://www.ethnologue.com/language/ahn;;Nigeria
https://www.ethnologue.com/language/ahn;ISO 639-3;ahn
https://www.ethnologue.com/language/ahn;Alternate Names;Ahaan
https://www.ethnologue.com/language/ahn;Population;300 (2000 R. Blench).
https://www.ethnologue.com/language/ahn;Location;Ekiti state: Ekiti East LGA, Omuo town
https://www.ethnologue.com/language/ahn;Language Maps;Nigeria, Map 6
https://www.ethnologue.com/language/ahn;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahn;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan
https://www.ethnologue.com/language/ahn;Language Resources;OLAC resources in and about Àhàn
https://www.ethnologue.com/language/aho;;India
https://www.ethnologue.com/language/aho;ISO 639-3;aho
https://www.ethnologue.com/language/aho;Alternate Names;Tai Ahom
https://www.ethnologue.com/language/aho;Population;No known L1 speakers. Ethnic population: No ethnic community.
https://www.ethnologue.com/language/aho;Location;Assam state.
https://www.ethnologue.com/language/aho;Language Status;9 (Second language only).
https://www.ethnologue.com/language/aho;Classification;Tai-Kadai, Kam-Tai, Tai, Southwestern
https://www.ethnologue.com/language/aho;Language Use;Not spoken in daily life
https://www.ethnologue.com/language/aho;Language Resources;OLAC resources in and about Ahom
https://www.ethnologue.com/language/aho;Writing;Ahom script [Ahom].
https://www.ethnologue.com/language/aho;Other Comments;Former language of the Tai-Ahom king. Possibly 8,000,000 Assamese [asm] speakers claim to be of Ahom descent (1990 A. Diller).
https://www.ethnologue.com/language/ahp;;Côte d’Ivoire
https://www.ethnologue.com/language/ahp;ISO 639-3;ahp
https://www.ethnologue.com/language/ahp;Alternate Names;Ahizi, Apro, Aproin, Aprou, Aproumu, Aprwe, Oprou
https://www.ethnologue.com/language/ahp;Population;6,500 (1999 SIL).
https://www.ethnologue.com/language/ahp;Location;Lagunes district: Dabou subprefecture, Allaba village
https://www.ethnologue.com/language/ahp;Language Maps;Côte d’Ivoire
https://www.ethnologue.com/language/ahp;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahp;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi
https://www.ethnologue.com/language/ahp;Language Use;Also use French [fra], learned by young people in school.
https://www.ethnologue.com/language/ahp;Language Development;Literacy rate in L2: 25%–50%.
https://www.ethnologue.com/language/ahp;Language Resources;OLAC resources in and about Aizi, Aproumu
https://www.ethnologue.com/language/ahp;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/ahp;Other Comments;Ethnonym: Chicalé for Lélémrin (Tiagbamrin)
https://www.ethnologue.com/language/ahr;;India
https://www.ethnologue.com/language/ahr;ISO 639-3;ahr
https://www.ethnologue.com/language/ahr;Alternate Names;Ahiri
https://www.ethnologue.com/language/ahr;Population;1,870,000 (2001 census).
https://www.ethnologue.com/language/ahr;Location;Gujarat state
https://www.ethnologue.com/language/ahr;Language Maps;India, Map 6
https://www.ethnologue.com/language/ahr;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahr;Classification;Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Khandesi
https://www.ethnologue.com/language/ahr;Dialects;None known. Ahirani may be distinct from Khandesi [khn].
https://www.ethnologue.com/language/ahr;Language Use;Also use Hindi [hin], Marathi [mar]. Used as L2 by Palya Bareli [bpx], Pauri Bareli [bfb], Rathwi Bareli [bgd].
https://www.ethnologue.com/language/ahr;Language Development;Dictionary. Grammar. NT: 2017.
https://www.ethnologue.com/language/ahr;Language Resources;OLAC resources in and about Ahirani
https://www.ethnologue.com/language/ahr;Writing;Devanagari script [Deva].
https://www.ethnologue.com/language/ahr;Other Comments;Hindu.
https://www.ethnologue.com/language/ahs;;Nigeria
https://www.ethnologue.com/language/ahs;ISO 639-3;ahs
https://www.ethnologue.com/language/ahs;Alternate Names;Ala, Koro Makama, Koron Ache, Koron Ala
https://www.ethnologue.com/language/ahs;Autonym;Ishe
https://www.ethnologue.com/language/ahs;Population;40,000 (2012 J. Barnhoorn), increasing.
https://www.ethnologue.com/language/ahs;Location;Abuja Capital Territory: Bwari LGA
https://www.ethnologue.com/language/ahs;Language Maps;Nigeria, Map 2
https://www.ethnologue.com/language/ahs;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahs;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Northwestern, Koro
https://www.ethnologue.com/language/ahs;Dialects;Unorr, Uchek. Most similar to Koro Wachi [bqv], then to Duya [ldb], and Nyankpa [yes]. These 4 languages are often referred to as the Koro Cluster.
https://www.ethnologue.com/language/ahs;Typology;SVO.
https://www.ethnologue.com/language/ahs;Language Use;Not used in formal situations, but widely spoken in the community. Home, market, church. All ages. Positive attitudes. Also use Nyankpa [yes]. Used as L2 by Koro Wachi [bqv], Nyankpa [yes].
https://www.ethnologue.com/language/ahs;Language Development;Literacy rate in L1: 2%.
https://www.ethnologue.com/language/ahs;Language Resources;OLAC resources in and about Ashe
https://www.ethnologue.com/language/ahs;Writing;Latin script [Latn].
https://www.ethnologue.com/language/ahs;Other Comments;Ishe is the name of the language (2014 J. Barnhoorn). Koro is a cover term used for 2 distinct languages, Waci [bqv] and Ashe [ahs]. Traditional religion, Christian, Muslim.
https://www.ethnologue.com/language/aht;;United States
https://www.ethnologue.com/language/aht;ISO 639-3;aht
https://www.ethnologue.com/language/aht;Alternate Names;Ahtna, Atna, Atnakenaege’, Copper River, Mednovskiy
https://www.ethnologue.com/language/aht;Population;45 (2015 census). Ethnic population: 500 (1995 M. Krauss).
https://www.ethnologue.com/language/aht;Location;Alaska: Cantwell, Chickaloon, and Copper river above Eyak river mouth, upper Susitna and Nenana drainages, 8 total communities
https://www.ethnologue.com/language/aht;Language Maps;United States of America, Alaska and Hawaii
https://www.ethnologue.com/language/aht;Language Status;8a (Moribund). Recognized language (2014, Official Languages of Alaska Law as amended, Alaska Statute 44.12.310). Language of registered tribe: Cheesh-Na Tribe, Chickaloon Native Village, Gulkana Village, Knik Tribe, Mentasta Traditional Council, Native Village of Cantwell, Native Village of Chitina, Native Village of Gakona, Native Village of Kluti Kaah (aka Copper Center), Native Village of Tazlina.
https://www.ethnologue.com/language/aht;Classification;Eyak-Athabaskan, Athabaskan, Northern Athabaskan
https://www.ethnologue.com/language/aht;Language Use;All over 50 years. Also use English [eng].
https://www.ethnologue.com/language/aht;Language Development;Dictionary.
https://www.ethnologue.com/language/aht;Language Resources;OLAC resources in and about Ahtena
https://www.ethnologue.com/language/aht;Other Comments;Growing interest in use among the population.
https://www.ethnologue.com/language/aia;;Solomon Islands
https://www.ethnologue.com/language/aia;ISO 639-3;aia
https://www.ethnologue.com/language/aia;Autonym;Arosi
https://www.ethnologue.com/language/aia;Population;6,750 (1999 SIL).
https://www.ethnologue.com/language/aia;Location;Makira province: northwest Makira island.;;;;;;;;
https://www.ethnologue.com/language/aia;Language Maps;Solomon Islands;;;;;;;;
https://www.ethnologue.com/language/aia;Language Status;5 (Developing).;;;;;;;;
https://www.ethnologue.com/language/aia;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal;;;;;;;;
https://www.ethnologue.com/language/aia;Dialects;Wango, Arosi. Many dialects.;;;;;;;;
https://www.ethnologue.com/language/aia;Typology;SVO; prepositions; dual and paucal numbers; 4 articles (1 proper and 3 common); causatives; 17 consonants and 10 vowels; verb serialization; inclusive/exclusive pronouns; alienable/inalienable possession.
https://www.ethnologue.com/language/aia;Language Use;All ages. Also use English [eng].;;;;;;;;
https://www.ethnologue.com/language/aia;Language Development;Literacy rate in L1: 30%–60%. Literacy rate in L2: 25%–50%. Active literacy program. Dictionary. Grammar. NT: 2005.;;;;;;;;
https://www.ethnologue.com/language/aia;Language Resources;OLAC resources in and about Arosi;;;;;;;;
https://www.ethnologue.com/language/aia;Writing;Latin script [Latn].;;;;;;;;
https://www.ethnologue.com/language/aib;;China;;;;;;;;
https://www.ethnologue.com/language/aib;ISO 639-3;aib;;;;;;;;
https://www.ethnologue.com/language/aib;Alternate Names;Abdal, Aini, Aynu, Eynu;;;;;;;;
https://www.ethnologue.com/language/aib;Population;6,570 (2000).;;;;;;;;
https://www.ethnologue.com/language/aib;Location;Xinjiang Uyghur Autonomous Region: Hetian, Luopu, Moyu, Shache, Shulekuche, and Yingjisha counties;;;;;;;;
https://www.ethnologue.com/language/aib;Language Maps;China;;;;;;;;
https://www.ethnologue.com/language/aib;Language Status;6b (Threatened). Language of recognized nationality: Uygur.
https://www.ethnologue.com/language/aib;Classification;Turkic, Eastern
https://www.ethnologue.com/language/aib;Dialects;Has the same grammar as Uyghur [uig] but much Persian [pes] vocabulary. Some consider it a dialect of Uyghur, others an Iranian language heavily influenced by Uyghur.
https://www.ethnologue.com/language/aib;Language Use;Home. Also use Uyghur [uig], with outsiders.
https://www.ethnologue.com/language/aib;Language Development;
https://www.ethnologue.com/language/aib;Language Resources;OLAC resources in and about Ainu
https://www.ethnologue.com/language/aib;Other Comments;Do not intermarry with ethnic Uyghur. Muslim.
https://www.ethnologue.com/language/aic;;Papua New Guinea
https://www.ethnologue.com/language/aic;ISO 639-3;aic
https://www.ethnologue.com/language/aic;Population;100 (2003 SIL).
https://www.ethnologue.com/language/aic;Location;Sandaun province: Vanimo district, south of Bewani station. 2 villages.
https://www.ethnologue.com/language/aic;Language Maps;Papua New Guinea, Map 3
https://www.ethnologue.com/language/aic;Language Status;8a (Moribund).
https://www.ethnologue.com/language/aic;Classification;Border, Bewani
https://www.ethnologue.com/language/aic;Dialects;None known. Lexical similarity: 30% with Manem [jet], 25% with Pagi [pgi].
https://www.ethnologue.com/language/aic;Language Resources;OLAC resources in and about Ainbai
